values,Name,Germplasm.type,BloomDateJulian,BloomTimeGDD.new,Blush.Skin.Color,Bulked.fruit.Firmness,Bulked.fruit.SSC,Bulked.Fruit.Weight,Firmness,Flesh.Color,Free.Stone,Fruit.Length,Fruit.Shape,Fruit.Size,Fruit.Weight,Fruit.Width,HarvestDateJulian,HarvestTimeGDD.new,Mahogany.Skin.Color,Perc.Cracking,Perc.Pitting,PFRF,Pit.Length,Pit.Weight,Pit.Width,PM,SSC,Stem.Length,TA
genetic,Index,cultivar & ancestor,-5.956120999,-23.97473404,0.060976919,8.589124252,0.077786936,2.38365607,20.24826484,0.00767871,0.209841006,3.264957992,-0.46543892,1.339876445,2.470211198,3.133592288,-7.826951335,-111.7043387,-0.520799655,0.353769821,-12.33663811,230.9999516,0.761578308,0.068592457,0.137412237,0.845596331,-2.77968884,-1.3204836,-0.018958152
genetic,Kiona,cultivar & ancestor,2.374544349,8.479444419,-0.041636193,-19.29420378,0.41460131,4.78759302,-7.287425685,0.900837473,-0.042534021,3.029370636,-0.314238639,1.59166944,4.597743444,4.58302576,-4.711145632,-67.92316114,0.015257587,-0.984910888,-17.36072516,225.4112488,1.525823107,0.109473728,0.544791967,1.481725929,0.930649766,5.645225954,-0.129640926
genetic,Kordia,cultivar & ancestor,1.290559305,0.581562341,-0.061589801,15.58300277,-1.598107832,3.317068788,-26.02434371,0.399173457,-0.215662797,5.922480214,0.470899887,2.119332278,4.232116234,3.883095564,2.768018053,36.02216951,0.204412409,-0.047631663,-20.46340426,29.92860868,2.189871729,0.044998528,0.240993827,1.18932962,-2.73795838,10.96739477,0.020076563
genetic,Krupnoplodnaya,cultivar & ancestor,-1.779081603,-12.91464962,-0.246974707,-13.88129234,0.041947735,1.157700422,-17.85962191,0.659530392,0.091758856,2.372078322,0.159683683,1.36765672,3.125419244,4.008676454,-5.533961228,-76.85384133,-0.222525967,0.06611872,-6.960060226,-84.23597523,0.413945813,0.121905186,1.063780521,0.569221083,-0.613967335,-2.612658233,-0.173064686
genetic,Lambert,cultivar & ancestor,0.558513876,-3.110673129,0.011911224,0.662193286,-0.46823068,1.529195582,-15.11266381,0.169315256,0.028881945,3.96349784,0.066478124,1.238607845,1.694779679,1.916840501,-0.275582942,-7.417802379,-0.700476349,0.116538167,-2.888042361,14.59571608,0.832461617,0.074910874,0.047278055,0.678704866,-2.267528368,1.249821345,-0.139151458
genetic,Lapins,cultivar & ancestor,-0.306012856,-9.758329806,0.034328786,30.5602648,-1.495187844,3.398092848,47.83876998,-0.267236463,0.179856851,4.186467109,0.233980465,1.760906169,3.884327945,4.136874114,5.023196234,74.13277472,-0.506039737,0.2708322,-12.97213838,17.98471492,0.756524373,0.105814743,0.92920444,0.605629167,-2.032505694,1.151801317,-0.102104393
genetic,Moreau,cultivar & ancestor,-3.278013224,-15.58568674,-0.029255165,-55.40297089,0.295023339,0.645740212,-41.73992333,2.065885887,-0.136567403,-0.710185926,0.115433587,0.035462355,0.084920568,0.444547577,-13.13965889,-178.2080414,0.790744295,0.047848697,26.69636522,-13.90008834,0.092678815,-0.000625354,0.151734544,-1.797262124,0.986512901,-4.304299815,-0.003154238
genetic,Napoleon,cultivar & ancestor,-3.663963434,-17.68643663,-0.103488262,-29.90298402,0.335614002,0.267130188,-19.5436564,-1.3949001,-0.118220014,1.967839536,-0.27528128,0.590027997,0.357476224,0.7116052,0.140171109,-1.763022424,-0.136376025,0.088567449,-8.292354821,148.3728768,0.959893876,-0.023380594,-0.289733725,1.235760814,-0.052616851,-1.274647985,-0.066532035
genetic,Newstar,cultivar & ancestor,-0.27337051,-6.652344487,-0.031175663,-2.15702259,-0.050851025,4.049389638,0.578178907,0.970868027,0.160177074,3.212885048,0.189499325,1.602239461,3.687619971,4.431240521,0.321192411,0.560665334,-0.108684288,0.082497048,-2.549939303,115.1146795,-0.031088955,0.008404241,0.359141655,0.79717071,-2.015859499,-2.295258568,0.007576356
genetic,Olympus,cultivar & ancestor,0.566358914,-1.205218514,0.001679228,18.65440157,-0.676484256,4.424986874,25.50092585,0.445958509,0.121278905,4.850064961,0.250749147,2.115208511,4.276131599,5.209688404,0.18468485,5.133746962,-0.320748711,0.061268614,-14.61980342,181.1775174,0.5099028,0.137723969,0.944397691,0.27504502,-2.504624332,-0.749184142,-0.086159807
genetic,PMR-1,cultivar & ancestor,1.290467415,-3.782862837,0.051508601,-31.62606395,0.818861878,3.531320207,16.14465344,1.936602022,0.039330568,3.788918633,0.138021598,1.714644092,3.428536382,4.227444862,1.848629179,22.10286601,0.223730485,0.323456548,1.817046898,24.43700293,1.78726426,0.223588346,1.015727097,-1.888858545,1.143183071,13.91896642,0.087209934
genetic,Rainier,cultivar & ancestor,-2.701334563,-12.94092274,-0.118838428,-13.38203248,-0.389763322,3.153204085,34.85258433,-1.585027808,0.173531866,1.725848878,-0.090749732,1.343283746,4.025321077,4.740154323,2.410027209,27.71306835,-0.493153269,-0.058701322,-15.46178358,138.2721638,-0.174458912,0.061135111,0.559234591,1.170406046,-0.071440045,-6.309567493,-0.018780806
genetic,Regina,cultivar & ancestor,3.623965615,17.40134716,0.026905177,14.87763479,-1.402159668,3.552972168,61.65151903,0.144070199,-0.125432318,4.412219837,0.557294572,1.966874342,4.524762423,4.928576528,8.196635727,124.3084156,-0.151919084,-0.056386751,-16.85575291,331.0203793,1.836898068,0.174494053,1.011991435,-0.440933662,-1.274236009,11.88351145,-0.023266887
genetic,SatoNashiki,cultivar & ancestor,-2.021977159,-4.827585122,-0.041592053,0.766545592,-0.078528927,0.35447635,-11.80865991,-0.039868916,-0.034900094,-0.144501191,-0.047152012,0.069081245,-0.615158069,0.248773923,-0.661431398,-11.12217551,0.187613566,-0.038345185,-8.719517581,-19.60970449,0.310144815,0.024425374,0.095697388,0.103004514,-0.749282806,-6.088643761,-0.067659174
genetic,Schmidt,cultivar & ancestor,-0.51163373,-8.205685539,-0.032110648,35.60177079,-0.413608481,-0.068154531,13.05932475,-0.575090451,0.024769711,1.356261169,0.496576516,0.492836894,-0.521794997,0.801024086,-7.116303624,-103.3986001,-0.143027183,-0.094003229,2.123288673,-4.954590133,0.537301564,0.085456374,0.477840441,1.008987431,-0.461131833,2.527215774,-0.012606329
genetic,Schneiders,cultivar & ancestor,2.654572402,10.64433954,-0.037794956,4.633417937,-1.774570409,1.424607632,-7.257621927,-0.814837906,-0.148070649,2.526620563,0.220306386,1.216116784,1.657940971,3.314437865,2.418059719,26.66506823,-0.221272215,-0.089336898,-12.29377619,-17.87627153,0.563521007,0.039007241,0.324707802,0.492719799,-2.335433282,6.135871587,-0.122323588
genetic,Selah,cultivar & ancestor,-0.723071024,0.726742895,-0.097051929,-25.15689288,-0.098180572,5.305118384,32.71839454,0.154500403,0.053136814,4.709691048,-0.358304991,2.104212044,4.71528185,5.426883354,2.289272304,22.70136048,-0.663570368,0.065632664,-18.78672574,-82.305756,0.454957249,0.018369725,0.535448812,1.801019903,-0.385553618,10.12814305,-0.085951256
genetic,Stella,cultivar & ancestor,-0.131045194,-5.423280253,0.074005107,1.048049527,-1.069663372,1.110176557,-8.633708079,0.291633198,0.125357636,4.419048349,-0.103007463,1.484191567,2.221303608,2.60966389,0.539920099,3.469643693,-0.490357406,0.537520844,-14.4157053,101.8058784,1.051978596,0.030905572,0.123170305,1.372902126,-2.955395551,1.57160669,-0.007244286
genetic,Summit,cultivar & ancestor,2.181230065,7.436991532,-0.211451507,-39.45609383,-1.015492823,5.461607988,-20.74746244,-0.322728237,0.412038899,6.192492011,0.719449135,2.468949807,5.192600656,5.527910146,-8.808748682,-120.4795757,-0.433635674,-0.201184373,-4.77665328,37.02796914,1.293669827,0.069245364,0.535033477,0.817651186,-2.610881002,6.559058339,-0.170902085
genetic,Sunburst,cultivar & ancestor,2.469165192,16.88612108,-0.095170955,-29.0733549,-2.140967634,1.554327715,-28.25501942,0.793135014,0.101770033,4.682590101,0.760836647,1.725843539,2.498314803,3.523933638,0.176299385,-6.436590186,-0.250814735,-0.235427652,-5.866121079,72.84128296,0.880058473,0.084597228,0.660028999,0.716944491,-2.684586101,7.068096651,-0.043654825
genetic,Sweetheart,cultivar & ancestor,-4.06170665,-16.7168878,-0.017070948,32.71923014,-1.706045341,2.764516177,67.32063534,-0.49987645,0.289838311,3.845134642,0.346577424,1.556300949,2.812963069,3.498063244,11.88484772,179.7624237,-0.674740588,-0.029217536,-15.47769705,57.27210784,0.698561582,0.139982068,0.676463432,1.854830642,-1.112296238,-1.68801656,0.02147094
genetic,Tieton,cultivar & ancestor,-3.403922259,-13.90959215,-0.030715047,-31.0017598,-0.107863532,3.97456876,-5.104842564,1.261609419,0.035793894,5.018462279,0.16736811,1.976836189,6.242580155,4.282805291,-10.7090266,-154.9232852,0.613214562,-0.258004921,-13.95354571,141.3237582,1.965817974,0.200462459,0.835387036,0.77156301,-1.860236458,-2.824558363,-0.091038616
genetic,Van,cultivar & ancestor,-2.019099649,-12.30030962,-0.01768715,38.35182992,-0.786417172,2.042041877,39.59265677,-0.396933552,0.13070514,1.183822975,0.121200799,0.867888236,2.157662017,2.833546223,0.756214968,6.4278608,-0.372872666,-0.171371013,-12.14889312,39.57229484,-0.439985901,0.026272453,0.306551746,1.239940715,-2.242374221,-6.75918721,0.000233404
genetic,Venus,cultivar & ancestor,-3.753100641,-16.26101329,-0.02555862,-54.46324241,0.413720865,1.368353119,-50.20115284,0.031426078,0.110530628,2.03278603,0.143059344,0.905010149,1.124025548,2.222372163,-10.02514635,-138.9810183,0.662347237,-0.318487699,-6.499834918,-83.24035281,-0.261464793,-0.049168676,-0.082173795,-1.915032611,-0.567826619,-6.391817658,-0.154886516
genetic,Vic,cultivar & ancestor,-0.473073604,-3.35849537,-0.074041757,-27.26321269,-1.869297477,0.311283645,-19.61574205,-0.385780674,0.128476258,2.939974566,-0.180960814,0.841064821,0.727020851,0.986038065,0.988030643,7.090794712,-0.308797214,-0.030191815,0.412924486,-80.58059657,0.819368767,0.070838049,0.092772581,-0.463849664,-2.683398485,-4.439847404,-0.200640393
genetic,Windsor,cultivar & ancestor,-2.974508378,-19.2899662,-0.047400591,-6.601301261,-1.971615955,-0.445916044,-24.38559441,-0.238709353,0.097343653,-0.736005294,0.17738307,-0.074726001,-0.390274542,0.378212628,-3.898990934,-59.97070424,-0.157937729,0.065737656,1.52687502,-82.4878572,-0.488892241,0.014796115,0.314329651,0.814188801,-1.580535207,-6.756471999,-0.050242045
genetic,Fam1-Sdlg1,unselected progeny,-0.436684506,-7.370124202,0.162137192,-41.68244589,0.468815577,-3.207674558,-45.00883413,-1.102355839,-0.285993024,-4.530900274,-0.135414505,-1.902356013,-4.002673569,-5.103769547,-6.776101707,-95.17827198,0.64979019,0.026887226,1.234264088,-99.59887543,-0.734376432,-0.042884319,-0.648105161,-1.192830614,3.911640012,1.706429034,0.003510888
genetic,Fam1-Sdlg2,unselected progeny,-1.976154714,-13.87225734,0.084874248,-42.47216292,0.207315421,-3.071632661,-21.3398949,1.227021545,0.036449479,-3.735931663,0.135263109,-1.694288779,-3.953717682,-4.825767844,-7.138278678,-100.1323128,0.60246332,-0.094487049,5.341080041,-154.3839088,-0.562622948,-0.050969795,-0.566157543,-1.776567205,3.438054865,-4.072981051,0.044762973
genetic,Fam1-Sdlg3,unselected progeny,-2.389362835,-18.67986753,0.087439034,-52.80220103,0.634357271,-3.063115247,-58.63288108,1.029084088,-0.214077898,-5.017516565,-0.396465073,-1.821055807,-3.849063317,-4.123831368,-7.94364554,-109.6733327,0.457566121,0.100466706,2.64886836,-54.49535804,-1.182220644,-0.024066652,-0.368180893,-1.569668126,2.30296849,-2.050517353,0.103617435
genetic,Fam1-Sdlg4,unselected progeny,-1.022253375,-9.35569252,0.044893003,-45.98227783,1.525600612,-2.013823783,-30.65933325,0.710641253,-0.004486608,-3.670257124,-0.142869673,-1.64108551,-3.173002338,-4.586648586,-4.688993397,-71.46773113,0.660412997,0.046905783,-1.048280947,-107.9310765,-0.76886785,-0.002098532,-0.672194333,-1.999156785,3.6415984,1.451865365,0.106492175
genetic,Fam1-Sdlg5,unselected progeny,-0.230766943,0.822508424,0.074042365,-14.83969027,1.226463396,-2.902790004,-1.409108021,0.057704888,0.018478177,-3.170546564,0.122562962,-1.549301881,-3.705943239,-4.733951929,0.511894843,2.324861975,1.040770253,0.088357476,-0.698306672,-153.5067049,-0.321914176,0.019223665,-0.834575059,-2.065642844,4.185531814,3.07896249,0.117291301
genetic,Fam1-Sdlg6,unselected progeny,-2.662330278,-18.53312042,0.089168653,-70.14478793,0.66777908,-3.057977225,-77.16671792,-0.62424229,0.001099771,-5.419534638,-0.233904353,-2.114091471,-4.380353006,-5.089286192,-0.290077557,-10.35295441,0.331838108,0.141728289,7.046309917,-71.80215726,-1.303381803,-0.06083689,-0.832574735,-1.174452507,3.917530313,1.534701686,0.096550892
genetic,Fam10-Sdlg1,unselected progeny,0.8377222,18.07699005,-0.057910942,-9.023968891,0.719145106,2.008076856,10.55710026,0.566012682,0.060067928,1.393494726,-0.422761248,0.911864583,2.076285486,3.065042654,-2.059567744,-35.11483821,-0.228500846,0.2314088,-6.419533465,122.9047833,0.014882997,-0.033422193,0.051724135,2.00690778,1.510979616,4.716851045,-0.026616133
genetic,Fam10-Sdlg2,unselected progeny,0.389474242,8.312840746,-0.118900563,-26.45951096,0.067979914,5.057826573,37.70845053,0.380116112,-0.000297423,3.1256736,-0.468422434,1.612229086,4.290588678,4.705574482,0.300721921,-3.400282192,-0.407142853,0.03851807,-3.413628678,-90.65867665,0.042617621,-0.010724172,0.381995613,1.771943313,-0.071126989,11.39618155,-0.112862989
genetic,Fam11-Sdlg1,unselected progeny,-2.987714527,-15.43547366,0.030070805,-81.90435826,0.323044242,-1.730301523,-87.76002605,0.993743813,-0.052211199,-3.10605619,0.100579152,-1.011592104,-1.664596597,-2.156239916,-6.234645587,-88.07653676,0.377545916,0.023352812,-7.995202175,-158.8675617,-0.557340524,0.009214971,-0.311260341,-1.834763974,1.781103207,-2.936144369,0.019814231
genetic,Fam11-Sdlg2,unselected progeny,0.424030601,3.611069118,0.074583854,-54.10925329,0.868786534,-2.343602638,-54.27316704,1.110472726,-0.17915538,-4.300761503,-0.44923195,-1.524240005,-3.29721354,-3.35496121,-6.29263386,-88.50493233,1.002068535,0.020375504,-4.14997548,-152.9676067,-1.083475685,-0.032973036,-0.358993645,-1.948159048,2.854238391,-1.538952443,0.11602229
genetic,Fam11-Sdlg3,unselected progeny,-1.109249784,-11.6247768,0.01500044,-65.02977052,0.019073776,-3.176749349,-66.41928985,-0.965322164,-0.595217335,-4.804172412,-0.078527524,-1.90343995,-3.691643128,-4.616151202,-6.443160851,-89.63933259,-1.523710295,0.050075787,9.415138011,-35.38506752,-1.006029922,-0.038793611,-0.471942298,-1.012473309,3.024904937,-8.408742047,0.078639319
genetic,Fam11-Sdlg4,unselected progeny,0.306426462,4.776187116,0.034331457,-63.36817881,0.611264466,-1.766839778,-44.70645117,-0.32101855,-0.082852008,-4.781744574,-0.199729865,-1.636688262,-3.061681664,-3.228624627,-5.696454814,-79.26580874,0.086085365,0.024852447,1.912186779,-210.3458071,-1.557748134,-0.069770814,-0.465466622,-1.748891621,1.669570215,-5.744892668,0.072939753
genetic,Fam11-Sdlg5,unselected progeny,-0.430457731,-0.092577924,-0.027390457,-66.58354606,1.49669912,-2.90626723,-44.15801581,-1.174569382,-0.246077963,-4.316594646,-0.097946692,-1.879872733,-4.367813084,-4.965336951,-6.096821187,-85.99457252,0.019052088,-0.242765451,6.743898373,-137.4280214,-1.571504963,-0.091995408,-0.58434012,-1.889712531,3.347306461,-7.604289965,0.048353658
genetic,Fam11-Sdlg6,unselected progeny,-1.578912412,-10.9348812,-0.041852198,-65.20308404,0.767927765,-2.179116856,-53.09635597,0.012182583,-0.175016236,-4.542737591,-0.036972168,-1.701377411,-3.488836732,-3.958565921,-6.135148529,-90.21583589,-0.190222926,0.08364876,2.245897184,-114.5036296,-1.553915193,-0.07183911,-0.55722755,-1.632296397,2.339219588,-8.832265227,0.088307892
genetic,Fam11-Sdlg7,unselected progeny,-0.64957093,2.600124977,0.045000427,-81.94308936,1.01407187,-3.094942648,-70.98208478,0.714875455,-0.076877037,-5.290464323,-0.06417994,-2.056145143,-3.554439993,-4.755542503,-2.526231666,-39.69437035,0.122419332,-0.072740875,11.51608159,-142.5804061,-1.427043585,-0.09474876,-0.728964411,-2.12405081,3.650819568,-5.413190801,0.053871109
genetic,Fam11-Sdlg8,unselected progeny,-1.786607182,-14.03824221,0.047849641,-44.86302353,0.3605501,-2.087120242,-35.92114464,-1.438019235,-0.07761656,-4.351257527,0.118795028,-1.778121184,-3.42336963,-4.639397015,-4.360050766,-69.70906518,-0.033713547,0.017617953,-1.575884551,-149.480217,-1.040656221,-0.045317407,-0.296149738,-1.962766777,0.55693459,-7.702388178,0.167751286
genetic,Fam12-Sdlg1,unselected progeny,2.12218831,26.90745358,-0.02764385,-82.61017696,0.10214363,-1.864948667,-75.84011527,-1.542738213,-0.259993727,-4.676087553,0.133249647,-1.704985685,-2.920383457,-3.703662814,-2.603768724,-37.57583203,0.552255984,-0.172967571,7.479962597,-180.0532442,-1.297441492,-0.051852665,-0.249254186,-1.396253699,0.744528653,-0.643736706,0.103655262
genetic,Fam12-Sdlg2,unselected progeny,-1.87969934,-13.21443609,-0.008217147,-97.08940528,0.603336209,-4.692816823,-100.3262178,1.744405423,-0.269752832,-4.209629784,0.041111163,-1.346430015,-3.164805215,-2.526611549,-3.662597225,-57.28652095,0.506246889,-0.206334091,66.34631143,-124.0986989,-1.802545788,-0.054680335,-0.297739073,-0.360944654,4.404143984,-6.564603343,0.033125617
genetic,Fam13-Sdlg1,unselected progeny,1.279759068,26.41033708,-0.101993758,38.15922454,0.106905358,3.293629959,8.00255742,0.160062131,0.019676366,-0.389760166,0.150897207,-0.138703212,-0.387259016,-0.07241844,-1.366723924,-19.59260062,1.038172944,-0.040423062,-9.066511623,-26.60716947,-0.583832784,-0.118833786,-0.712994568,-0.497790243,-2.589077981,-2.126408365,-0.119893183
genetic,Fam13-Sdlg2,unselected progeny,-1.652014967,-2.088687648,-0.084185597,18.32560675,0.413737296,1.144541598,20.87767449,-1.669656308,0.119228671,1.602414177,0.007418681,0.757111911,0.912020433,2.018367789,-3.530509662,-54.42945793,-0.025176635,-0.030295147,-9.672994752,38.82898997,-0.471832275,-0.055312366,-0.470707121,-1.846452473,-2.071645486,-4.506994048,-0.16732072
genetic,Fam14-Sdlg1,unselected progeny,-0.346422839,-11.45542223,-0.111991532,9.280713273,0.449362953,0.943417192,19.12031836,-1.79065373,-0.109385169,4.810855349,0.245201729,1.99581498,4.571682966,4.602935256,1.516498067,19.442007,-0.125671882,0.315662065,3.191480747,81.31089741,1.219592317,0.188980731,0.613425204,-1.339224313,-0.017441057,4.057312574,-0.031958969
genetic,Fam14-Sdlg2,unselected progeny,-1.108875883,-12.3203391,-0.182263714,-3.810157651,0.031658984,1.371055317,30.42004117,-1.469828124,-0.113459584,1.66239352,0.192163397,0.974559898,2.378606513,3.010382188,5.676441437,85.29778047,-0.033528502,1.280332562,5.304477318,47.42986675,-0.110455258,0.061316785,0.276222131,-0.060316652,-1.374537984,2.714469438,-0.070214657
genetic,Fam15-Sdlg1,unselected progeny,-1.600757498,-12.58888566,0.02864548,5.75361172,0.175609853,2.526370937,26.96966508,2.000331388,-0.065450661,1.419220268,0.265586976,0.990579536,1.927608619,3.325468637,-5.019847831,-66.22101945,0.596593121,-0.210780538,10.22273095,248.6969322,-0.132606367,0.041445806,0.492238901,-0.508970243,-0.013028268,0.80956913,0.209328284
genetic,Fam15-Sdlg2,unselected progeny,-2.508223146,-15.72417464,0.043454749,15.06139366,-0.039414296,1.046798194,28.9286105,1.955386175,0.112444631,2.534980386,0.092375943,0.711907442,0.31574745,0.759798984,0.000269505,-0.47541626,0.970433229,-0.081424204,3.103311911,159.6803809,0.586776778,0.084654575,0.468264631,0.188613233,2.031904261,0.698539242,0.230276072
genetic,Fam16-Sdlg1,unselected progeny,3.65667995,19.05121225,0.020908192,34.40471195,1.431072129,3.565730649,58.17106629,1.844627028,-0.164597974,2.156523498,0.608075031,1.553550219,3.832799967,5.376618727,1.926473155,25.36873678,0.934503931,-0.087431881,-9.522985352,410.9141238,1.001051857,0.268719299,1.433224374,-0.184821127,1.118020986,0.6051216,0.199156181
genetic,Fam16-Sdlg10,unselected progeny,3.003550938,8.450382207,-0.022757466,-20.68404158,0.856282541,2.425673353,19.33212628,0.459312335,-0.182835118,3.154567772,0.613821689,1.520233134,2.790099316,4.214496175,2.103047362,28.15088743,-0.479917895,-0.321684507,-3.645538348,338.1160221,0.683871052,0.085941145,0.899668835,-1.719002765,-1.573578536,4.809105265,0.029733595
